client,local_cut,atd,fps,local_time,upload_time,cloud_atd,first_cloud,segments
0,4,0.072625,13.769363166953529,0.016522000000000002,0.072625,0.02987712734569507,2,"[(2, 4, 24)]"
1,4,0.09683333333333333,10.327022375215147,0.026361,0.09683333333333333,0.02987712734569507,2,"[(2, 4, 24)]"
2,4,0.1291111111111111,7.7452667814113605,0.037715,0.1291111111111111,0.02987712734569507,2,"[(2, 4, 24)]"
